Sample ID,Date,Time,Initial Sample Wt,Diluted To Vol.,Wt Units,Sample Prep Vol.,Vol Units,Analyte Name,Date,Time,Abs (Corr),RSD (Corr Abs),SD (Corr Abs),Conc (Calib),Conc (Samp),Reported Conc (Calib),Reported Conc (Samp),RSD (Conc),SD (Calib),SD (Samp),Units (Calib),Units (Samp),Repl No1,Date1,Time1,Repl No2,Date2,Time2,Repl No3,Date3,Time3
1_liver,12/11/2025,7:01:31 PM,20.6, ,mg,20,mL,Hg 253.7,12/11/2025,7:03:22 PM,0.040319834,2.052601938,0.000827606,0.572883428,0.556197503,0.573,0.556,2.075816348,0.011892008,0.011545639,ug/L,ug/g,1,12/11/2025,7:02:22 PM,2,12/11/2025,7:02:52 PM,3,12/11/2025,7:03:22 PM
29_pec,12/11/2025,7:04:06 PM,20, ,mg,20,mL,Hg 253.7,12/11/2025,7:05:58 PM,0.044147976,2.293580964,0.00101257,0.627890648,0.627890648,0.628,0.628,2.317248292,0.014549785,0.014549785,ug/L,ug/g,1,12/11/2025,7:04:57 PM,2,12/11/2025,7:05:28 PM,3,12/11/2025,7:05:58 PM
46_lung,12/11/2025,7:06:41 PM,20, ,mg,20,mL,Hg 253.7,12/11/2025,7:08:33 PM,0.05362426,3.982630498,0.002135656,0.764056994,0.764056994,0.764,0.764,4.016403016,0.030687608,0.030687608,ug/L,ug/g,1,12/11/2025,7:07:32 PM,2,12/11/2025,7:08:02 PM,3,12/11/2025,7:08:33 PM
37_liver,12/11/2025,7:09:16 PM,20.3, ,mg,20,mL,Hg 253.7,12/11/2025,7:11:07 PM,0.050189029,3.773073725,0.001893669,0.714695566,0.704133563,0.715,0.704,3.807279023,0.027210454,0.026808329,ug/L,ug/g,1,12/11/2025,7:10:07 PM,2,12/11/2025,7:10:37 PM,3,12/11/2025,7:11:07 PM
QAQC,12/11/2025,7:11:51 PM, , ,g, ,mL,Hg 253.7,12/11/2025,7:13:42 PM,0.066990542,2.010922006,0.001347128,0.968226994, ,0.968, ,1.99923222,0.019357106, ,ug/L,ug/g,1,12/11/2025,7:12:41 PM,2,12/11/2025,7:13:11 PM,3,12/11/2025,7:13:42 PM
Standard blank,12/11/2025,7:14:25 PM, , ,g, ,mL,Hg 253.7,12/11/2025,7:16:14 PM,0.000821455,46.23940915,0.000379836,0.017432076, ,0.017, ,31.30968779,0.005457929, ,ug/L,ug/g,1,12/11/2025,7:15:14 PM,2,12/11/2025,7:15:44 PM,3,12/11/2025,7:16:14 PM
23_pec,12/11/2025,7:16:56 PM,20, ,mg,20,mL,Hg 253.7,12/11/2025,7:18:47 PM,0.039817652,4.042357186,0.001609572,0.565667483,0.565667483,0.566,0.566,4.088658429,0.023128211,0.023128211,ug/L,ug/g,1,12/11/2025,7:17:47 PM,2,12/11/2025,7:18:17 PM,3,12/11/2025,7:18:47 PM
34_lung,12/11/2025,7:19:31 PM,20, ,mg,20,mL,Hg 253.7,12/11/2025,7:21:23 PM,0.055499156,3.711452369,0.002059825,0.790997697,0.790997697,0.791,0.791,3.741853368,0.029597974,0.029597974,ug/L,ug/g,1,12/11/2025,7:20:22 PM,2,12/11/2025,7:20:53 PM,3,12/11/2025,7:21:23 PM
8_gas,12/11/2025,7:22:07 PM,20, ,mg,20,mL,Hg 253.7,12/11/2025,7:23:59 PM,0.017167093,3.018751022,0.000518232,0.240197731,0.240197731,0.24,0.24,3.100179736,0.007446561,0.007446561,ug/L,ug/g,1,12/11/2025,7:22:58 PM,2,12/11/2025,7:23:29 PM,3,12/11/2025,7:23:59 PM
56_gas,12/11/2025,7:24:43 PM,19.8, ,mg,20,mL,Hg 253.7,12/11/2025,7:26:35 PM,0.022626525,10.13588467,0.002293398,0.318645239,0.321863878,0.319,0.322,10.34198249,0.032954235,0.033287106,ug/L,ug/g,1,12/11/2025,7:25:35 PM,2,12/11/2025,7:26:05 PM,3,12/11/2025,7:26:35 PM
12_gi,12/11/2025,7:27:19 PM,20.1, ,mg,20,mL,Hg 253.7,12/11/2025,7:29:11 PM,0.023324453,6.265507296,0.001461395,0.328673885,0.327038692,0.329,0.327,6.3890196,0.020999039,0.020894566,ug/L,ug/g,1,12/11/2025,7:28:11 PM,2,12/11/2025,7:28:41 PM,3,12/11/2025,7:29:11 PM
51_gi,12/11/2025,7:29:55 PM,19.8, ,mg,20,mL,Hg 253.7,12/11/2025,7:31:47 PM,0.018572766,4.307126447,0.000799952,0.260396076,0.26302634,0.26,0.263,4.414296234,0.011494654,0.011610762,ug/L,ug/g,1,12/11/2025,7:30:47 PM,2,12/11/2025,7:31:17 PM,3,12/11/2025,7:31:47 PM
tuna_2,12/11/2025,7:32:31 PM,23.6, ,mg,20,mL,Hg 253.7,12/11/2025,7:34:23 PM,0.24959692,2.099333557,0.005239872,3.580021656,3.033916657,3.58,3.034,2.103132957,0.075292615,0.063807301,ug/L,ug/g,1,12/11/2025,7:33:22 PM,2,12/11/2025,7:33:53 PM,3,12/11/2025,7:34:23 PM
39_lung,12/11/2025,7:35:07 PM,19.8, ,mg,20,mL,Hg 253.7,12/11/2025,7:36:59 PM,0.038350736,2.544085767,0.000975676,0.544589119,0.550090019,0.545,0.55,2.574353644,0.01401965,0.014161262,ug/L,ug/g,1,12/11/2025,7:35:58 PM,2,12/11/2025,7:36:29 PM,3,12/11/2025,7:36:59 PM
10_gi,12/11/2025,7:37:43 PM,19.7, ,mg,20,mL,Hg 253.7,12/11/2025,7:39:35 PM,0.009785392,8.493258763,0.000831099,0.134128808,0.136171379,0.134,0.136,8.903530378,0.011942199,0.01212406,ug/L,ug/g,1,12/11/2025,7:38:34 PM,2,12/11/2025,7:39:05 PM,3,12/11/2025,7:39:35 PM
35_gas,12/11/2025,7:40:19 PM,20, ,mg,20,mL,Hg 253.7,12/11/2025,7:42:11 PM,0.011773783,3.648129069,0.000429523,0.162700333,0.162700333,0.163,0.163,3.793407431,0.006171887,0.006171887,ug/L,ug/g,1,12/11/2025,7:41:10 PM,2,12/11/2025,7:41:40 PM,3,12/11/2025,7:42:11 PM
QAQC,12/11/2025,7:42:55 PM, , ,g, ,mL,Hg 253.7,12/11/2025,7:44:46 PM,0.066387225,3.306230514,0.002194915,0.959557835, ,0.96, ,3.286837267,0.031539105, ,ug/L,ug/g,1,12/11/2025,7:43:46 PM,2,12/11/2025,7:44:16 PM,3,12/11/2025,7:44:46 PM
Standard blank,12/11/2025,7:45:30 PM, , ,g, ,mL,Hg 253.7,12/11/2025,7:47:20 PM,0.000819867,50.86987454,0.000417065,0.017409261, ,0.017, ,34.42354902,0.005992885, ,ug/L,ug/g,1,12/11/2025,7:46:19 PM,2,12/11/2025,7:46:50 PM,3,12/11/2025,7:47:20 PM
21_brain,12/11/2025,7:48:02 PM,19.9, ,mg,20,mL,Hg 253.7,12/11/2025,7:49:54 PM,0.022991891,6.59581386,0.001516502,0.32389524,0.325522855,0.324,0.326,6.727755843,0.021790881,0.021900383,ug/L,ug/g,1,12/11/2025,7:48:53 PM,2,12/11/2025,7:49:23 PM,3,12/11/2025,7:49:54 PM
38_brain,12/11/2025,7:50:37 PM,20.3, ,mg,20,mL,Hg 253.7,12/11/2025,7:52:29 PM,0.079034245,3.85413292,0.003046085,1.129177418,1.112490067,1.129,1.112,3.876247754,0.043769714,0.043122871,ug/L,ug/g,1,12/11/2025,7:51:29 PM,2,12/11/2025,7:51:59 PM,3,12/11/2025,7:52:29 PM
57_liver,12/11/2025,7:53:13 PM,20.6, ,mg,20,mL,Hg 253.7,12/11/2025,7:55:05 PM,0.045830447,4.000140858,0.001833282,0.652066361,0.633074137,0.652,0.633,4.039887704,0.026342749,0.025575484,ug/L,ug/g,1,12/11/2025,7:54:05 PM,2,12/11/2025,7:54:35 PM,3,12/11/2025,7:55:05 PM
33_pec,12/11/2025,7:55:50 PM,20.5, ,mg,20,mL,Hg 253.7,12/11/2025,7:57:42 PM,0.021315425,3.354218421,0.000714966,0.299805823,0.292493486,0.3,0.292,3.426707145,0.010273468,0.010022895,ug/L,ug/g,1,12/11/2025,7:56:41 PM,2,12/11/2025,7:57:12 PM,3,12/11/2025,7:57:42 PM
tuna_3,12/11/2025,7:58:26 PM,16.1, ,mg,20,mL,Hg 253.7,12/11/2025,8:00:18 PM,0.214857639,1.785727411,0.003836772,3.080846989,3.827139117,3.081,3.827,1.78948288,0.055131229,0.068485999,ug/L,ug/g,1,12/11/2025,7:59:18 PM,2,12/11/2025,7:59:48 PM,3,12/11/2025,8:00:18 PM
